comment_id,video_id,author,text,like_count,published_at,reply_count
UgxFBssW_Www0uWXWMR4AaABAg,axJHmHGDut4,@부싼끼룩이,"물냉 국물에도 설탕 엄청 들어가고 나트륨 함량도 높아서
드실 때 면만 드시고 국물은 너무 많이 드시지 마십쇼",0,2025-08-30 18:12:57+00:00,0
UgxdYkGVs5NthzW2PmF4AaABAg,axJHmHGDut4,@고양이키우고싶다-q1l,둘다 먹으면 돼지,0,2025-08-28 14:00:10+00:00,0
UgwypPKzACpSbLm3ro14AaABAg,axJHmHGDut4,@경희대가고싶은개,이럴땐 고민하지말고 두개 다 먹으면 되는데 😊,0,2025-08-25 16:08:54+00:00,0
Ugx_uGUuNhztf65wefB4AaABAg,axJHmHGDut4,@우리두리-j4g,비냉시키고 욱수 적당히 부어 먹으면 둘다먹는겁니앙ㅋㅋ,0,2025-08-25 00:51:17+00:00,0
UgykLYu8Rf5DmKuynFl4AaABAg,axJHmHGDut4,@violet1945,비냉 먹다 육수 부어서 먹기,0,2025-08-24 07:10:26+00:00,0
Ugw2SWtUOti25KuarYF4AaABAg,axJHmHGDut4,@S찐,"다른 지역에는 있는지 잘 모르겠지만 경남 김해 오시면 물비빔이라는 혁신적인 메뉴가 있습니다.
한번 맛보면 그먕 물냉 못 먹습니다",0,2025-08-23 23:46:24+00:00,0
Ugz2E9uHxgHvDr_-7Q14AaABAg,axJHmHGDut4,@신사임니당-w2y,비냉 먹다 육수 부어서 물냉으로 먹음,0,2025-08-18 10:00:40+00:00,0
UgyDy4O87hLORexoHTV4AaABAg,axJHmHGDut4,@JJ-om1to,"육수맛이 검증된데선 물냉, 검증전엔 비냉. 
물냉면 육수 맛없는 집이 너무 많음",0,2025-08-17 12:48:41+00:00,0
Ugy1dhWYvlRTNzDXASV4AaABAg,axJHmHGDut4,@김진우-y7j,"비냉을시켜 육수를 추가해 
둘다먹을수 있다면 둘다 시킨다 😊😊",0,2025-08-13 01:00:43+00:00,0
UgwqPNYxvXG5ZgkUrRJ4AaABAg,axJHmHGDut4,@탑베인,근데 저 의사분들은 드립으로 때리면 그냥 쌩까는게 아니라 찰지게 맞아줘서 더 때리는 맛이 있음ㅋㅋㅋ  걍 무시하면 이렇게까지 유명해지진 않았을텐데 리액션 개맛도리 ㄹㅇ,0,2025-08-12 14:54:49+00:00,0
UgwYmCIbRRFUaO_fKxF4AaABAg,axJHmHGDut4,@HBTK0028,우창윤선생님덕에 내일 아산병원 옆 유천냉면가서 비냉먹기로 정했다,0,2025-08-12 14:06:42+00:00,0
UgxPKaC1chh9RaUnCCF4AaABAg,axJHmHGDut4,@춘-b1i,비냉에 육수추가 개꿀맛,0,2025-08-12 08:35:04+00:00,0
Ugxg5-D6OjpTr1PjzJJ4AaABAg,axJHmHGDut4,@minhojin4161,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,2025-08-11 05:04:23+00:00,0
Ugwqufu2KKM4tRoSvcl4AaABAg,axJHmHGDut4,@dakeelee-m4h,비냉을 시키면 육수 주는걸로 만족하는파,0,2025-08-10 06:52:08+00:00,0
UgzpbRjh4C4X0XdcAo94AaABAg,axJHmHGDut4,@어허허-i6y,결론 : 고깃집 가서 고기+술 부터 먹을께요,0,2025-08-10 04:20:28+00:00,0
UgwZLARlqkPc4bVjowF4AaABAg,axJHmHGDut4,@The_FInal_Boss_Veigar,오케이 물냉으로 돌아간다,0,2025-08-10 01:22:44+00:00,0
Ugybl6vBvIYL8sd6qpd4AaABAg,axJHmHGDut4,@hyoyeolkwon8835,둘다시켜 먹다가 비냉 중간쯤 물냉육수부으면 맛있음,0,2025-08-09 15:01:25+00:00,0
UgxVFgWk-mRI1NNgcRp4AaABAg,axJHmHGDut4,@AND_liv,나만 아는 착하고 컨텐츠 잘뽑던 의사 유튜버였는데 어느샌가 점메추 유튜버가 된게 참으로 통탄스럽네,0,2025-08-08 16:17:44+00:00,0
Ugw3VR5QZWrLaujSBIR4AaABAg,axJHmHGDut4,@wjddyd0302,비물냉 잇는데 굳이 ?,0,2025-08-08 06:04:02+00:00,0
UgwTXiARV6M9CeitJtN4AaABAg,axJHmHGDut4,@야-v6h,비냉시켜도 물냉육수줘요,0,2025-08-07 13:51:38+00:00,0
UgxheqZu5SRiYHcR40R4AaABAg,axJHmHGDut4,@정영훈-g3w,최고의 찬사 아뇨아뇨가 안나오네,0,2025-08-07 08:15:13+00:00,0
UgwqGo8ZqtHBTfu1Up94AaABAg,axJHmHGDut4,@이석훈-k6q,그럼 비냉을 먹고 물냉을 먹어서 씻겨 내려보내면 되겠네,0,2025-08-07 05:44:09+00:00,0
UgwjLxeZBajrsnNSBA54AaABAg,axJHmHGDut4,@Bongseogo,비냉을 먹고 물냉을 먹어야 설탕이랑 참기름 이런게 씩겨 내여가지 반대로 먹으면 어떻하노 물냉먹고 비냉 먹으면 씩겨 내여가질안자나 ㅎㅎ,0,2025-08-07 04:31:37+00:00,0
UgxHD9ibIBFjxHpn2JN4AaABAg,axJHmHGDut4,@F8331X,저거 은근 즐기는 것 같던데...,0,2025-08-07 03:58:11+00:00,0
UgwRcb4k80qXpvu01Xl4AaABAg,axJHmHGDut4,@rascalk8163,아뇨 아뇨 시원한 밀면 드세요,0,2025-08-06 23:27:37+00:00,0
Ugx_kpBEUcnE5S8x9fF4AaABAg,axJHmHGDut4,@헛소리하지마임마,비냉시키면 육수줌,0,2025-08-06 22:31:56+00:00,0
Ugzzm70725Z_2Ico7H94AaABAg,axJHmHGDut4,@망사용룡,물비냉.,0,2025-08-06 20:06:52+00:00,0
Ugy6bFSVRzMaXMmGHvF4AaABAg,axJHmHGDut4,@음악소리,우리가 원하던거랑도 맥락이 다르잖아..??,0,2025-08-06 18:30:00+00:00,0
UgyzMql1U-itppCQDUJ4AaABAg,axJHmHGDut4,@heedos06,금휘후 연기톤 지리네ㅋㅋㅋㅋㅋ,0,2025-08-06 17:14:40+00:00,0
UgzPnfayUJ0P_3hhyQR4AaABAg,axJHmHGDut4,@이경민-u1x3f,동네 밀면집에서 밀면.비면 하나랑 만두주세요.. 이러고 들어가니 혼자세요? 이럼.. ㅜㅜ 솔롭니다,0,2025-08-06 17:01:27+00:00,0
UgyKIbDB0Yt2b3mhozZ4AaABAg,axJHmHGDut4,@상처주는댓글안적기,천박한 웃음이 웃겨요 데헷,0,2025-08-06 15:40:21+00:00,0
UgyWtrx9acvvmiKZQ1p4AaABAg,axJHmHGDut4,@5징어땅쿵,"고기 먹을때 느끼 하니까 비냉먹고 
다 먹고 깔삼하게 물냉 먹으라는 말씀이신거죠?",0,2025-08-06 14:40:17+00:00,0
